Location Name,Team Name,Cost Centre,Location Code,Location Address,Public Holiday region,Mobile login radius,Timezone
Quarterdeck,Barista - HL3,444-3000,QTR,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Quarterdeck,F&B Runner,444-3000,QTR,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Quarterdeck,zzz - Ardo Training - Marmor,421-3000,QTR,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Quarterdeck,zzz - Ardo Training - Terasu,422-3000,QTR,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Quarterdeck,zzz - Ardo Training - Rooftop,423-3000,QTR,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Quarterdeck,RSA Marshall - HL5,444-3000,QTR,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Quarterdeck,Stocktake,444-3000,QTR,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Quarterdeck,Host,444-3000,QTR,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Induction,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Training,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Switchboard Agent,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Reservation Agent - GC,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Revenue Manager,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,zzzReservation Agent,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Reservation Supervisor - HL5,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Uncategorised Shifts,,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Reservations - Operations,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,zzz Reservations - F & B,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Reservations - Audit,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Reservations Duty Manager,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Reservation Commission - Audit,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Reservation,Group Reservation Agent,910-7400,RES,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Venue Manager,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Assistant Venue Manager,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Duty Manager,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Host,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Bartender - HL3,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Barback - HL2,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Section - HL2,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Runner - HL2,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Training,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Certificate Training,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Induction,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,zzzIRD - Supervisor,427-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,zzzIRD - Shift Leader - HL5,427-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,zzzIRD - Attendant - HL3,427-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,zzzIRD - Training,427-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,zzzIRD - Certificate Training,427-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,zzzIRD - Induction,427-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Bar Manager,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Pool Service HL3,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Senior Sommelier,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,zzzIRD - Attendant - HL2,427-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - Barista - HL3,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Rooftop Bar,RTB - RSA Marshall - HL5,423-3000,RTB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Security Manager,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Security & Safety Officer - External,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,PPT - Security Officer,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Trainee,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Senior Security Officer,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Casual - Security Officer,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Security Shift Manager - CL7,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Induction,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Training.,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Certified Training,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Uncategorised Shifts,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Security Officer - Paid Break,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Security,Fire & Emergency Coordinator,910-4200,SC,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,Revenue Auditor - Hotel,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,Assistant Accountant,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,zzz-Payroll Manager,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,zzz IT,910-9400,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,Induction,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,zzzExecutive Assistant to the CEO,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,zzz -Payroll Officer,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,zzzAccounts Payable,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,zzzPayroll and Assistant Accountant,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,zzz Compliance Adminstrator,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,Accountant,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,Uncategorised Shifts,ERROR! Uncategorised Shift,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,Revenue Audit Supervisor,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,Revenue Auditor - Casino,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,zzzRevenue Auditor - TVRC,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Shared Services,Revenue Audit - A,910-9000,SS,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,Floor - HL2,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,Cashier - HL2,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,zzz -Duty Manager,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,Barista - HL3,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,Training.,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,zzz - Cashier,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,zzz - Floor,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,zzz - Barista,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,Uncategorised Shifts,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,Induction,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,Shift Leader - HL5,458-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,zzz -Ardo Training - Marmor,421-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,zzz - Ardo Training - Terasu,422-3000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Spin,zzz- Ardo Training - Rooftop,423-2000,S,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Shift Leader - HL5,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Cabana Service - HL3,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Bartender - HL3,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Induction,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Certificate Training,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,zzz - Bartender,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,zzz - Cabana Service,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Host,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Pool Deck,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Assistant Venue Manager,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,zzz- Lifeguard,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Lifeguard - HL4,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,zzz - Special Event,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Special Event - HL3,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Training,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,zzz - Ardo Training - Pool Side,427-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,RSA Marshall - HL5,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Splash Bar,Stocktake,446-3000,SB,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Bar BOSS - HL2,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,TAB - HL3,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Floor - HL2,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,F&B VIP Gaming Manager,SPL-VMGR,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Shift Leader - HL5,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Uncategorised Shifts,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Bar Back - HL3,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,F&B Attendant,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Duty Manager,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Floor - Tables - HL2,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Floor - Magnetic,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Certificate Training,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Induction,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Training.,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Casino Bars Training,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Bar BOSS,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Bar Back,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Floor,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Floor T&C,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Floor Tables,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - TAB,SPL-TABG,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Bartender,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Bartender - HL3,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Stocktake,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Service In Other Departments,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,Assistant Venue Manager,449-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Ardo Training - Marmor,421-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Ardo Training - Terasu,422-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,zzz - Ardo Training - Rooftop,423-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Sports Bar,RSA Marshall - HL5,442-3000,SP,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - PH - Hot,450-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - PH - Cold,450-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,E O - Events Nights,460-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - PH,450-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - MS,454-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - Spin,458-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,P D - PH Day,450-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,"STW - MS, SP & QD",SPL-STEW,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - Events,460-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - SP & MS,SPL-STEW,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - QD,444-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,Q D - QD Day,444-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,Training - Stewarding,SPL-STEW,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,Uncategorised Shifts,SPL-STEW,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,Shift Leader - Stewarding,SPL-STEW,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,Chief Steward,SPL-STEW,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,Induction,SPL-STEW,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,Steward Certificate Training,SPL-STEW,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - Marmor,421-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - Terasu,422-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - Rooftop,423-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Stewarding,STW - TECC,700-5000,Ste,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Surveillance,Manager,910-4300,SU,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
Surveillance,Operator,910-4300,SU,"67 Sir Leslie Thiess Dr, Townsville QLD 4810, Aus",,100,Australia/Brisbane
